SeqID,birdlow,birdmou,birdbho,birdsac,birdbak,birdgun,birddzo,oeco,othants,GI ,%overlap,length of match,E-value,ID,Phylum,Class,Order,Family,Genus,Species
seq824,0,0,0,0,0,1,0,0,0,gi|158832211|dbj|AB363720.1|,90.511,137,3.69E-42,"Cacopsylla qianli mitochondrial gene for 16S rRNA, partial sequence, isolate: MC-Q",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Psyllidae,[5]Cacopsylla,[6]Cacopsylla_qianli
seq825,0,0,0,0,0,1,0,0,0,gi|575427322|gb|KF205892.1|,90.152,132,7.98E-39,N/A,[1]Annelida,[2]Clitellata,[3]Haplotaxida,[4]Megascolecidae,[5]Perionyx,[6]Perionyx_excavatus
seq826,0,0,0,0,0,0,0,1,0,gi|1384965909|gb|MF286854.1|,84.416,154,3.74E-32,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Ectobiidae,[5]Sorineuchora,[6]Sorineuchora_nigra
seq828,1,0,0,0,0,0,0,0,0,gi|625293678|gb|KJ466365.1|,87.273,165,1.03E-42,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Crambidae,[5]Maruca,[6]Maruca_vitrata
seq829,0,0,1,0,0,0,0,0,0,gi|924434827|gb|KP081978.1|,85.276,163,1.34E-36,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Lymantriidae,[5]Perina,[6]Perina_nuda
seq831,1,0,0,0,0,0,0,0,0,gi|1000233970|gb|KT696251.1|,84.242,165,1.73E-35,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Staphylinidae,[5]Staphylinidae_sp._BMNH_1274708,[6]Staphylinidae_sp._BMNH_1274708
seq833,0,0,1,0,0,0,0,0,0,gi|1027254028|gb|KU753807.1|,90.741,162,1.31E-51,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Miridae,[5]Creontiades,[6]Creontiades_dilutus
seq836,0,0,0,0,0,1,0,0,0,gi|316990083|gb|GU901822.1|,84.615,117,1.05E-22,"Henlea cf. andreae PDW-2010 isolate CE814 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Annelida,[2]Clitellata,[3]Haplotaxida,[4]Enchytraeidae,[5]Henlea,[6]Henlea_cf._andreae_PDW-2010
seq838,0,0,1,0,0,0,0,0,0,gi|1228304334|gb|KY633323.1|,88.889,135,1.34E-36,N/A,[1]Annelida,[2]Clitellata,[3]Haplotaxida,[4]Naididae,[5]Pristina,[6]Pristina_sp._PDW-2017
seq839,0,0,1,0,0,0,0,0,0,gi|924434849|gb|KP082000.1|,94.444,162,3.58E-62,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Lymantriidae,[5]Lymantria,[6]Lymantria_concolor
seq840,1,0,0,0,0,0,0,0,0,gi|169730455|gb|EU368560.1|,99.367,158,7.60E-74,"Bolivaritettix liboensis 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tetrigidae,[5]Bolivaritettix,[6]Bolivaritettix_liboensis
seq841,1,0,0,0,0,0,0,0,0,gi|1141958678|gb|KX640826.1|,82,150,3.79E-22,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Blattidae,[5]Neostylopyga,[6]Neostylopyga_rhombifolia
seq842,0,0,1,0,0,0,0,0,0,gi|27463922|gb|AF514498.1|,87.342,158,4.77E-41,"Japanese Meconematinae MCJ-2002 16S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Japanese_Meconematinae_sp._MCJ-2002,[6]Japanese_Meconematinae_sp._MCJ-2002
seq843,0,0,0,0,0,0,0,1,0,gi|388242785|gb|JQ917910.1|,89.937,159,7.87E-49,"Mecopoda elongata mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Mecopoda,[6]Mecopoda_elongata
seq844,0,0,0,0,0,0,0,1,0,gi|388242771|gb|JQ917909.1|,94.937,158,1.29E-61,"Mecopoda niponensis mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Mecopoda,[6]Mecopoda_niponensis
seq845,0,0,0,0,0,0,0,1,0,gi|388242771|gb|JQ917909.1|,86.709,158,6.17E-40,"Mecopoda niponensis mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Mecopoda,[6]Mecopoda_niponensis
seq846,1,0,0,0,0,0,0,0,0,gi|983635887|gb|KT153024.1|,86.503,163,1.72E-40,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Sphingidae,[5]Ampelophaga,[6]Ampelophaga_rubiginosa
seq847,0,0,0,0,0,0,0,1,0,gi|89146780|gb|DQ397928.1|,93.082,159,1.00E-57,"Aedes flavopictus isolate A47 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Culicidae,[5]Aedes,[6]Aedes_flavopictus
seq848,0,0,0,0,0,1,0,0,0,gi|828276408|gb|KM111009.1|,80.315,127,2.30E-14,N/A,[1]Arthropoda,[2]Arachnida,[3]Trombidiformes,[4]Eriophyidae,[5]Shevtchenkella,[6]Shevtchenkella_sp._NJAUAcariEriS91.1
seq849,1,0,0,0,0,0,0,0,0,gi|1013824907|gb|KT443883.1|,83.333,174,1.35E-31,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Crambidae,[5]Parapoynx,[6]Parapoynx_crisonalis
seq850,0,0,0,1,0,0,0,0,0,gi|1199285965|gb|KX424095.1|,88.82,161,1.32E-46,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Pirateolea,[6]Pirateolea_nola
seq851,1,0,0,0,0,0,0,0,0,gi|1192790181|gb|KX827002.1|,95.625,160,5.96E-65,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Geometridae,[5]Ectropis,[6]Ectropis_obliqua
seq852,0,0,1,0,0,0,0,0,0,gi|1002342354|gb|KT970063.1|,85.455,165,3.71E-37,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Limoniidae,[5]Rhipidia,[6]Rhipidia_chenwenyoungi
seq854,0,0,0,0,0,0,0,1,0,gi|390432800|gb|JN172633.1|,88.957,163,1.02E-47,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Cicadidae,[5]Scieroptera,[6]Scieroptera_splendidula
seq855,0,0,0,0,0,0,1,0,0,gi|18462804|gb|AF386666.1|,84.828,145,1.74E-30,"Oncothrips schwarzi 16S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product",[1]Arthropoda,[2]Insecta,[3]Thysanoptera,[4]Phlaeothripidae,[5]Kladothrips,[6]Kladothrips_schwarzi
seq856,0,0,0,0,0,0,0,1,0,gi|1015602355|gb|KT956371.1|,91.139,158,1.31E-51,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Lauxaniidae,[5]Sapromyza,[6]Sapromyza_slovaca
seq857,1,0,0,0,0,0,0,0,0,gi|404256571|gb|JQ421929.1|,100,162,9.76E-78,"Graphium antiphates isolate F105 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Papilionidae,[5]Graphium,[6]Graphium_antiphates
seq858,1,0,0,0,0,0,0,0,0,gi|94467794|gb|DQ459942.1|,99.231,130,2.79E-58,"Uncinais uncinata 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Annelida,[2]Clitellata,[3]Haplotaxida,[4]Naididae,[5]Uncinais,[6]Uncinais_uncinata
seq859,0,0,0,0,0,0,0,1,0,gi|388242771|gb|JQ917909.1|,88.608,158,6.13E-45,"Mecopoda niponensis mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Mecopoda,[6]Mecopoda_niponensis
seq860,0,0,0,0,0,0,0,1,0,gi|953966650|dbj|LC099190.1|,79.592,147,3.82E-17,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Elasmostethus,[6]Elasmostethus_kerzhneri
seq861,0,0,0,0,0,0,0,1,0,gi|516306396|gb|JX412756.1|,82.803,157,2.25E-29,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Chrysomelidae,[5]Pseudocolaspis,[6]Pseudocolaspis_sp._PSE01
seq862,0,0,0,0,0,0,0,1,0,gi|1145999513|gb|KY224684.1|,89.916,119,2.89E-33,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Microtermes,[6]Microtermes_sp._A_TB-2017
seq863,1,0,0,0,0,0,0,0,0,gi|1158587158|gb|KY190253.1|,97.059,136,1.30E-56,N/A,[1]Arthropoda,[2]Arachnida,[3]Araneae,[4]Pisauridae,[5]Thaumasia,[6]Thaumasia_heterogyna
seq864,0,0,0,1,0,0,0,0,0,gi|815930842|gb|KP245955.1|,87.681,138,1.73E-35,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Psyllidae,[5]Cacopsylla,[6]Cacopsylla_coccinea
seq866,0,0,1,0,0,0,0,0,0,gi|404426061|gb|JQ416137.1|,90.683,161,3.64E-52,"Cupha erymanthis lotis isolate F96 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Nymphalidae,[5]Cupha,[6]Cupha_erymanthis
seq867,0,0,1,0,0,0,0,0,0,gi|765098582|dbj|AB918959.1|,88.462,104,6.30E-25,N/A,[1]Arthropoda,[2]Insecta,[3]Psocoptera,[4]Pseudocaeciliidae,[5]Australopsocus,[6]Australopsocus_sp._12.4.2003.9
seq868,0,0,0,0,1,0,0,0,0,gi|158832191|dbj|AB363700.1|,88.276,145,7.98E-39,"Psylla lanceolata mitochondrial gene for 16S rRNA, partial sequence, isolate: DA-1",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Psyllidae,[5]Psylla,[6]Psylla_lanceolata
seq869,0,0,1,0,0,0,0,0,0,gi|694176943|dbj|AB856935.1|,93.793,145,1.01E-52,N/A,[1]Arthropoda,[2]Insecta,[3]Psocoptera,[4]Stenopsocidae,[5]Malostenopsocus,[6]Malostenopsocus_sp._KY394
seq871,0,0,0,1,0,0,0,0,0,gi|146198216|dbj|AB265434.1|,84.663,163,1.73E-35,"Timandra dichela gene for 16S rRNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Geometridae,[5]Timandra,[6]Timandra_dichela
seq872,1,0,0,0,0,0,0,0,0,gi|1251775604|gb|KY124331.1|,81.707,164,1.35E-26,N/A,[1]Arthropoda,[2]Insecta,[3]Phasmatodea,[4]Phasmatidae,[5]Megalophasma,[6]Megalophasma_granulatum
seq873,0,0,1,0,0,0,0,0,0,gi|560188173|gb|KF709449.1|,84.524,168,1.73E-35,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Pyralidae,[5]Lista,[6]Lista_haraldusalis
seq875,1,0,1,0,0,0,0,0,0,gi|296248687|gb|HM015957.1|,78.571,168,1.03E-17,"Pheidole metana voucher ALMHA6_71 16S large subunit ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hymenoptera,[4]Formicidae,[5]Pheidole,[6]Pheidole_metana
seq876,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,91.026,78,2.87E-18,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq878,0,0,0,0,1,0,0,0,0,gi|955662248|emb|LN888401.1|,85.625,160,1.30E-36,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Curculionidae,[5]Cionus,[6]Cionus_thapsus
seq880,0,0,0,0,0,0,0,1,0,gi|1152524733|gb|KU900579.1|,91.304,161,2.73E-53,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Termitidae,[5]Macrotermes,[6]Macrotermes_annandalei
seq881,0,0,0,0,0,0,0,1,0,gi|1381394343|ref|NC_037515.1|,90.123,162,1.64E-50,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Erebidae,[5]Paraona,[6]Paraona_staudingeri
seq882,0,0,0,0,0,0,0,1,0,gi|1384965909|gb|MF286854.1|,86.184,152,3.60E-37,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Ectobiidae,[5]Sorineuchora,[6]Sorineuchora_nigra
seq883,0,0,0,1,0,0,0,0,0,gi|705248766|gb|KM099034.1|,88.889,162,1.28E-46,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Mythimna,[6]Mythimna_separata
seq884,0,0,0,0,1,0,0,0,0,gi|1002342368|gb|KT970064.1|,83.019,159,4.69E-31,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Limoniidae,[5]Symplecta,[6]Symplecta_hybrida
seq885,1,0,0,0,0,0,0,0,0,gi|820722331|gb|KR080490.1|,87.117,163,3.58E-42,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Crambidae,[5]Loxostege,[6]Loxostege_sticticalis
seq886,0,0,0,0,0,0,0,1,0,gi|962094420|gb|KR903736.1|,84.694,98,4.79E-16,N/A,[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Gryllidae,[5]Miogryllus,[6]Miogryllus_verticalis
seq887,0,0,0,1,0,0,0,0,0,gi|1199285048|gb|KX529277.1|,80.473,169,1.02E-22,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Phoridae,[5]Megaselia,[6]Megaselia_sp._45_SH-2017
seq888,1,0,0,0,0,0,0,0,0,gi|604141830|gb|KJ185131.1|,86.061,165,2.15E-39,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Eutelia,[6]Eutelia_adulatricoides
seq889,0,0,1,0,0,0,0,0,0,gi|1002342326|gb|KT970061.1|,94.375,160,1.25E-61,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Limoniidae,[5]Paradelphomyia,[6]Paradelphomyia_sp._ZK-2016
seq892,0,0,0,0,1,0,0,0,0,gi|1002342340|gb|KT970062.1|,81.988,161,3.65E-27,N/A,[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Pediciidae,[5]Pedicia,[6]Pedicia_sp._ZK-2016
seq893,0,0,0,0,0,1,0,0,0,gi|913201607|gb|KP011479.1|,88.312,154,2.77E-43,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Feraxinia,[6]Feraxinia_nyei
seq894,0,0,1,0,0,0,0,0,0,gi|1134549931|gb|KY492248.1|,96.25,160,1.24E-66,N/A,[1]Arthropoda,[2]Insecta,[3]Neuroptera,[4]Osmylidae,[5]Lysmus,[6]Lysmus_zanganus
seq896,0,0,0,0,1,0,0,0,0,gi|459926667|gb|KC505476.1|,94.776,134,1.64E-50,"Fulmekiola serrata isolate RB 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Thysanoptera,[4]Thripidae,[5]Fulmekiola,[6]Fulmekiola_serrata
seq899,0,0,1,0,0,0,0,0,0,gi|1321369173|dbj|LC208993.1|,81.553,103,3.73E-12,N/A,[1]Arthropoda,[2]Insecta,[3]Psocoptera,[4]Psocidae,[5]Trichadenotecnum,[6]Trichadenotecnum_sp._Mex.494
seq900,0,0,0,0,0,0,0,1,0,gi|953966622|dbj|LC099162.1|,81.548,168,4.73E-26,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Lindbergicoris,[6]Lindbergicoris_similis
seq901,0,0,0,0,0,0,0,1,0,gi|953966668|dbj|LC099208.1|,76.73,159,1.04E-12,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Lanopis,[6]Lanopis_rugosus
seq902,0,0,0,0,0,0,0,1,0,gi|388242771|gb|JQ917909.1|,86.624,157,2.15E-39,"Mecopoda niponensis mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Mecopoda,[6]Mecopoda_niponensis
seq903,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,87.64,89,2.87E-18,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq904,0,0,0,0,0,0,0,1,0,gi|388242771|gb|JQ917909.1|,86.076,158,2.79E-38,"Mecopoda niponensis mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Mecopoda,[6]Mecopoda_niponensis
seq905,0,0,0,1,0,0,0,0,0,gi|514252864|gb|KC894725.1|,90.184,163,5.90E-50,"Agrotis segetum mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Agrotis,[6]Agrotis_segetum
seq906,0,0,0,0,1,0,0,0,0,gi|922578945|gb|KT303684.1|,83.607,122,2.21E-19,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Scarabaeidae,[5]Camenta,[6]Camenta_sp._835173
seq907,0,0,0,1,0,0,0,0,0,gi|380765402|gb|JN581770.1|,87.654,162,2.77E-43,"Zyras sp. 3 HE-2012 voucher ZMUN:10051280 16S ribosomal RNA gene, partial sequence; tRNA-Leu (trnL) gene, complete sequence; and NADH dehydrogenase subunit 1 (NADH1) gene, partial cds; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Staphylinidae,[5]Zyras,[6]Zyras_sp._3_HE-2012
seq909,0,0,1,0,0,0,0,0,0,gi|146198222|dbj|AB265440.1|,84.568,162,6.03E-35,"Ariolica argentea gene for 16S rRNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Nolidae,[5]Ariolica,[6]Ariolica_argentea
seq910,0,0,1,0,0,0,0,0,0,gi|443287439|emb|HE971090.1|,85.149,101,1.33E-16,"Hydraena coryleti mitochondrial 16S rRNA gene (partial), tRNA-Leu gene and nad1 gene (partial), specimen voucher MNCN:AI767",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Hydraenidae,[5]Hydraena,[6]Hydraena_coryleti
seq911,0,0,0,1,0,0,0,0,0,gi|291191683|gb|FJ973871.1|,91.026,156,4.56E-51,"Stenoluperus sp. 2 BMNH 831453 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Chrysomelidae,[5]Mandarella,[6]Mandarella_sp._(Stenoluperus)_2_BMNH_831453
seq915,0,0,0,1,0,0,0,0,0,gi|542129834|gb|KC185960.1|,86.25,160,1.00E-37,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Chrysomelidae,[5]Paridea,[6]Paridea_biplagiata
seq917,0,0,1,0,0,0,0,0,0,gi|9789134|gb|AF173069.1|,88.889,162,1.28E-46,"Spodoptera mauritia acronyctoides 16S ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Spodoptera,[6]Spodoptera_mauritia
seq918,0,0,0,1,0,0,0,0,0,gi|94410837|gb|DQ469561.1|,82.927,164,6.07E-30,"Atrichopogon flavolineatus isolate 62C-1 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Ceratopogonidae,[5]Atrichopogon,[6]Atrichopogon_flavolineatus
seq919,0,0,0,1,0,0,0,0,0,gi|88193730|dbj|AB232961.1|,96.815,157,1.24E-66,"Coeliodes nakanoensis mitochondrial gene for 12S ribosomal RNA, 16S ribosomal RNA, tRNA-Val, partail and complete sequence",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Curculionidae,[5]Coeliodes,[6]Coeliodes_nakanoensis
seq920,0,0,0,0,1,0,0,0,0,gi|640941873|gb|KF672441.1|,85.294,136,1.02E-27,N/A,[1]Annelida,[2]Clitellata,[3]Haplotaxida,[4]Enchytraeidae,[5]Chamaedrilus,[6]Chamaedrilus_lapponicus
seq921,0,0,1,0,0,0,0,0,0,gi|110431089|emb|AJ831598.1|,92.547,161,3.50E-57,"Neochalcosia remota mitochondrial tRNA-Leu (CUN) gene, 16S rRNA gene and tRNA-Val (GUN) gene, specimen voucher Z002184",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Zygaenidae,[5]Neochalcosia,[6]Neochalcosia_remota
seq923,0,0,1,0,0,0,0,0,0,gi|50251132|dbj|AB159087.1|,87.654,162,2.77E-43,"Trichoplusia ni mitochondrial gene for 16S ribosomal RNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Trichoplusia,[6]Trichoplusia_ni
seq924,0,0,1,1,0,0,0,0,0,gi|302746934|gb|GU194569.1|,79.503,161,2.21E-19,"Myiomma kukai 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Miridae,[5]Myiomma,[6]Myiomma_kukai
seq926,0,0,1,0,0,0,0,0,0,gi|1200754194|gb|MF073207.1|,83.03,165,2.18E-29,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Pyralidae,[5]Meroptera,[6]Meroptera_pravella
seq927,0,0,0,0,0,0,0,1,0,gi|953966628|dbj|LC099168.1|,90.909,99,1.02E-27,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Acanthosomatidae,[5]Acanthosoma,[6]Acanthosoma_forficula
seq928,0,0,0,1,0,0,0,0,0,gi|873155879|gb|KT250518.1|,80.263,152,2.87E-18,N/A,[1]Arthropoda,[2]Insecta,[3]Hymenoptera,[4]Vespidae,[5]Dolichovespula,[6]Dolichovespula_arctica
seq929,0,0,0,0,0,1,0,0,0,gi|146198213|dbj|AB265431.1|,89.091,165,9.88E-48,"Trichopteryx miracula gene for 16S rRNA, partial sequence",[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Geometridae,[5]Trichopteryx,[6]Trichopteryx_miracula
seq930,1,0,0,0,0,0,0,0,0,gi|353334561|gb|JN003915.1|,79.31,145,4.79E-16,"Rhysida longipes isolate CES07263 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Chilopoda,[3]Scolopendromorpha,[4]Scolopendridae,[5]Rhysida,[6]Rhysida_longipes
seq931,0,0,1,0,0,0,0,0,0,gi|73761828|gb|DQ104768.1|,87.162,148,3.60E-37,"Heterocaecilius fuscus 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Psocoptera,[4]Pseudocaeciliidae,[5]Heterocaecilius,[6]Heterocaecilius_fuscus
seq933,0,0,0,0,0,0,0,1,0,gi|1016562192|gb|KU925208.1|,82.781,151,1.70E-25,N/A,[1]Arthropoda,[2]Insecta,[3]Blattodea,[4]Rhinotermitidae,[5]Coptotermes,[6]Coptotermes_heimi
seq934,0,0,0,1,0,0,0,0,0,gi|296124719|gb|GU569213.1|,87.671,146,2.79E-38,"Stenopsocus nigricellus 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Psocoptera,[4]Stenopsocidae,[5]Stenopsocus,[6]Stenopsocus_nigricellus
seq935,0,0,0,1,0,0,0,0,0,gi|705248766|gb|KM099034.1|,90.625,160,1.27E-51,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Mythimna,[6]Mythimna_separata
seq936,0,0,0,0,1,0,0,0,0,gi|542129840|gb|KC185966.1|,89.873,158,2.75E-48,N/A,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Chrysomelidae,[5]Pseudadimonia,[6]Pseudadimonia_sp._BMNH_846586
seq938,1,0,0,0,0,0,0,0,0,gi|1336820903|gb|KY467349.1|,91.241,137,9.95E-43,N/A,[1]Arthropoda,[2]Arachnida,[3]Araneae,[4]Thomisidae,[5]Oxytate,[6]Oxytate_striatipes
seq940,0,0,0,1,0,0,0,0,0,gi|58577507|emb|AJ781515.1|,80,160,3.68E-22,Basilepta nr. nitida JGZ-2004 partial 16S rRNA gene,[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Chrysomelidae,[5]Basilepta,[6]Basilepta_nr._nitida_JGZ-2004
seq942,0,0,0,1,0,0,0,0,0,gi|384407101|gb|JQ028726.1|,100,144,9.60E-68,N/A,[1]Arthropoda,[2]Insecta,[3]Psocoptera,[4]Liposcelidae,[5]Liposcelis,[6]Liposcelis_decolor
seq943,0,0,0,1,0,0,0,0,0,gi|94410846|gb|DQ469570.1|,89.109,101,2.20E-24,"Bezzia winnertziana isolate 30C-1 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Ceratopogonidae,[5]Bezzia,[6]Bezzia_winnertziana
seq944,0,0,1,0,0,0,0,0,0,gi|1382351741|gb|MF162939.1|,82.394,142,2.85E-23,N/A,[1]Arthropoda,[2]Insecta,[3]Hemiptera,[4]Cicadellidae,[5]Sangeeta,[6]Sangeeta_sinuomacula
seq946,1,0,0,0,0,0,0,0,0,gi|110676243|gb|DQ787991.1|,83.2,125,2.21E-19,"Bombus coccineus voucher SC137 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Hymenoptera,[4]Apidae,[5]Bombus,[6]Bombus_coccineus
seq948,0,0,0,0,1,0,0,0,0,gi|239736534|gb|GQ118283.1|,89.262,149,7.69E-44,"Baetis tricaudatus voucher BYU:IGCEP011 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Ephemeroptera,[4]Baetidae,[5]Baetis,[6]Baetis_tricaudatus
seq950,0,0,1,0,0,0,0,0,0,gi|157779170|gb|EU005435.1|,85.714,140,1.31E-31,"Pedicia albivitta voucher O'Grady 200012 16S ribosomal RNA gene, partial sequence; mitochondrial",[1]Arthropoda,[2]Insecta,[3]Diptera,[4]Pediciidae,[5]Pedicia,[6]Pedicia_albivitta
seq953,0,0,1,0,0,0,0,0,0,gi|705248766|gb|KM099034.1|,88.82,161,1.28E-46,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Noctuidae,[5]Mythimna,[6]Mythimna_separata
seq954,0,0,0,1,0,0,0,0,0,gi|618857526|gb|KJ364659.1|,93.21,162,7.53E-59,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Erebidae,[5]Vamuna,[6]Vamuna_virilis
seq955,0,0,0,0,1,0,0,0,0,gi|371779328|emb|FR846365.1|,92.547,161,1.26E-56,"Zariquieya sp. AF-2011 partial mitochondrial 16S rRNA gene, specimen voucher IBE-M10",[1]Arthropoda,[2]Insecta,[3]Coleoptera,[4]Carabidae,[5]Zariquieya,[6]Zariquieya_boumortensis
seq957,0,0,0,0,0,0,0,1,0,gi|388242771|gb|JQ917909.1|,89.103,156,5.94E-45,"Mecopoda niponensis mitochondrion, complete genome",[1]Arthropoda,[2]Insecta,[3]Orthoptera,[4]Tettigoniidae,[5]Mecopoda,[6]Mecopoda_niponensis
seq958,0,0,0,0,0,0,0,1,0,gi|983635887|gb|KT153024.1|,88.272,162,5.94E-45,N/A,[1]Arthropoda,[2]Insecta,[3]Lepidoptera,[4]Sphingidae,[5]Ampelophaga,[6]Ampelophaga_rubiginosa
